project_id,project_name,treatment,site,burn_name,burn_year,ecoregion_name_l2,latitude,longitude,accuracy_horizontal,elevation,accuracy_vertical,slope,aspect,moisture,stand_density,stand_basal_area,prop_black_spruce,stand_age,stand_origin,ag_biomass_prefire,ag_c_prefire,ag_biomass_combusted,ag_c_combusted,prefire_sol,mean_residual_org_layer_depth,burn_depth,prop_sol_combusted,residual_sol_c,bg_c_prefire,bg_c_combusted,prop_sol_c_combusted,total_c_pool_prefire,prop_prefire_bg_c,total_c_combusted,prop_total_bg_c_combusted,prop_total_prefire_c_combusted,dob,precipitation,temperature,relative_humidity,wind_speed,drought_code,drought_moisture_code,fine_fuel_moisture_code,initial_spread_index,buildup_index,fire_weather_index,daily_severity_rank
AK_KT.sf.102,AK_KT,burn,AK_KT_P1B,Porcupine (PE04),2004,Boreal Cordillera,63.5625,-142.3647,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,21.3,11.3,10,0.469,-9999,-9999,2788.9,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.103,AK_KT,burn,AK_KT_P2B,Porcupine (PE04),2004,Boreal Cordillera,63.4898,-142.4224,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,18.9,12.1,6.8,0.36,-9999,-9999,1223.7,-9999,-9999,-9999,-9999,-9999,-9999,182.5,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.104,AK_KT,burn,AK_KT_P6B,Porcupine (PE04),2004,Boreal Cordillera,63.4748,-142.4515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.972,-9999,unknown,-9999,-9999,-9999,-9999,18.9,10.7,8.2,0.434,-9999,-9999,1073.8,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.101,AK_KT,burn,AK_KT_PC91B,Porcupine (PE90),1990,Boreal Cordillera,63.4567,-142.4904,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.034,-9999,unknown,-9999,-9999,-9999,-9999,19.7,9.2,10.5,0.533,-9999,-9999,1551,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.110,AK_KT,burn,AK_KT_PEM01,Porcupine (PE04),2004,Boreal Cordillera,63.3973,-142.489,-9999,738,-9999,6,160,-9999,-9999,7.9,1,80,unknown,-9999,-9999,-9999,-9999,21.6,3.3,18.3,0.847,-9999,-9999,3542.9,-9999,-9999,-9999,-9999,-9999,-9999,182.9,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.111,AK_KT,burn,AK_KT_PEM02,Porcupine (PE04),2004,Boreal Cordillera,63.462,-142.4696,-9999,875,-9999,0.5,90,-9999,-9999,2.02,0.098,60,unknown,-9999,-9999,-9999,-9999,27.5,9.4,18.1,0.658,-9999,-9999,3485.5,-9999,-9999,-9999,-9999,-9999,-9999,177.9,1.27E-01,24.35,57.91,4.16,211.72,39.74,86.55,3.23,54.1,9.731,1.5263
AK_KT.sf.112,AK_KT,burn,AK_KT_PEM03,Porcupine (PE04),2004,Boreal Cordillera,63.4581,-142.4851,-9999,886,-9999,1,0,-9999,-9999,10.45,1,157,unknown,-9999,-9999,-9999,-9999,19.7,8.2,11.5,0.584,-9999,-9999,1775.6,-9999,-9999,-9999,-9999,-9999,-9999,181.5,2.60E-01,21.84,53.3,7.81,241.71,47.55,85.18,3.2,63.75,10.673,1.7973
AK_KT.sf.113,AK_KT,burn,AK_KT_PEM04,Porcupine (PE04),2004,Boreal Cordillera,63.628,-142.3292,-9999,923,-9999,10,330,-9999,-9999,9.78,0.991,81,unknown,-9999,-9999,-9999,-9999,26.4,9.2,17.2,0.652,-9999,-9999,3230.9,-9999,-9999,-9999,-9999,-9999,-9999,226.5,6.34E-01,19.8,60.51,7.66,390.78,27,82.11,2.12,46.05,6.039,0.656
AK_KT.sf.114,AK_KT,burn,AK_KT_PEM05,Porcupine (PE04),2004,Boreal Cordillera,63.6371,-143.3156,-9999,960,-9999,11,200,-9999,-9999,27.37,0.609,94,unknown,-9999,-9999,-9999,-9999,25.8,6.6,19.2,0.744,-9999,-9999,3805.1,-9999,-9999,-9999,-9999,-9999,-9999,226.9,1.51E-01,20.52,53.25,7.89,380.21,34.85,84.25,2.83,56.7,8.961,1.3191
AK_KT.sf.115,AK_KT,burn,AK_KT_PEM06,Porcupine (PE04),2004,Boreal Cordillera,63.6137,-142.316,-9999,882.5,-9999,10,345,-9999,-9999,23.22,0.987,88.75,unknown,-9999,-9999,-9999,-9999,32.7,14.5,18.2,0.557,-9999,-9999,3514.2,-9999,-9999,-9999,-9999,-9999,-9999,182.5,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.116,AK_KT,burn,AK_KT_PEM07/15/16,Porcupine (PE04),2004,Boreal Cordillera,63.6264,-142.315,-9999,922.4,-9999,9,182,-9999,-9999,17.37,0.621,94.6,unknown,-9999,-9999,-9999,-9999,17.5,2.3,15.2,0.869,-9999,-9999,2688.4,-9999,-9999,-9999,-9999,-9999,-9999,185.9,1.47E-01,21.56,51.92,10.45,270.93,50.93,84.8,3.47,69.29,11.974,2.2034
AK_KT.sf.117,AK_KT,burn,AK_KT_PEM08,Porcupine (PE04),2004,Boreal Cordillera,63.5019,-142.413,-9999,806,-9999,-9999,-9999,-9999,-9999,15.85,1,204,unknown,-9999,-9999,-9999,-9999,27.1,14.9,12.2,0.45,-9999,-9999,2616.2,-9999,-9999,-9999,-9999,-9999,-9999,176.5,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.119,AK_KT,burn,AK_KT_PEM11,Porcupine (PE04),2004,Boreal Cordillera,63.614,-142.3061,-9999,882.5,-9999,-9999,-9999,-9999,-9999,23.22,1,88.75,unknown,-9999,-9999,-9999,-9999,32.2,16.9,15.3,0.475,-9999,-9999,2714.8,-9999,-9999,-9999,-9999,-9999,-9999,182.5,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.120,AK_KT,burn,AK_KT_PEM12/13,Porcupine (PE04),2004,Boreal Cordillera,63.6134,-142.3108,-9999,923,-9999,-9999,-9999,-9999,-9999,14.27,0.037,88,unknown,-9999,-9999,-9999,-9999,24.2,5.8,18.4,0.76,-9999,-9999,3571.8,-9999,-9999,-9999,-9999,-9999,-9999,182.5,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.121,AK_KT,burn,AK_KT_PEM14/19,Porcupine (PE04),2004,Boreal Cordillera,63.6178,-142.3184,-9999,862.5,-9999,-9999,-9999,-9999,-9999,13.44,1,85,unknown,-9999,-9999,-9999,-9999,30.8,19,11.8,0.383,-9999,-9999,1845,-9999,-9999,-9999,-9999,-9999,-9999,224.5,3.62E-01,18.59,70.1,2.12,378.07,24.31,85.88,2.65,41.88,6.98,0.8476
AK_KT.sf.122,AK_KT,burn,AK_KT_PEM17/18,Porcupine (PE04),2004,Boreal Cordillera,63.6236,-142.3151,-9999,922.4,-9999,-9999,-9999,-9999,-9999,17.37,0.263,94.6,unknown,-9999,-9999,-9999,-9999,16.6,2.8,13.8,0.831,-9999,-9999,2328.6,-9999,-9999,-9999,-9999,-9999,-9999,185.9,1.47E-01,21.56,51.92,10.45,270.93,50.93,84.8,3.47,69.29,11.974,2.2034
AK_KT.sf.123,AK_KT,burn,AK_KT_PEM20,Porcupine (PE04),2004,Boreal Cordillera,63.6144,-142.3171,-9999,855,-9999,-9999,-9999,-9999,-9999,12.66,1,89,unknown,-9999,-9999,-9999,-9999,34.6,19,15.6,0.451,-9999,-9999,2794.3,-9999,-9999,-9999,-9999,-9999,-9999,182.5,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.124,AK_KT,burn,AK_KT_PEM21,Porcupine (PE04),2004,Boreal Cordillera,63.5069,-142.4097,-9999,786,-9999,-9999,-9999,-9999,-9999,16.53,1,161,unknown,-9999,-9999,-9999,-9999,24.1,11.7,12.4,0.515,-9999,-9999,1986.2,-9999,-9999,-9999,-9999,-9999,-9999,175.9,2.68E+00,24.81,46.78,2.8,196.02,33.29,75.57,0.91,46.74,2.333,0.1219
AK_KT.sf.125,AK_KT,burn,AK_KT_PEM22,Porcupine (PE04),2004,Boreal Cordillera,63.5005,-142.4155,-9999,799,-9999,-9999,-9999,-9999,-9999,14.37,1,210,unknown,-9999,-9999,-9999,-9999,26.9,12.8,14.1,0.524,-9999,-9999,2404.3,-9999,-9999,-9999,-9999,-9999,-9999,176.5,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.126,AK_KT,burn,AK_KT_PEM23/59/60,Porcupine (PE04),2004,Boreal Cordillera,63.4898,-142.4225,-9999,819,-9999,-9999,-9999,-9999,-9999,22.22,1,-9999,unknown,-9999,-9999,-9999,-9999,21.8,9.5,12.3,0.564,-9999,-9999,2341.7,-9999,-9999,-9999,-9999,-9999,-9999,182.5,1.22E-04,20.9,55.54,8.77,248.87,50.13,86.24,3.89,66.68,12.83,2.4897
AK_KT.sf.127,AK_KT,burn,AK_KT_PEM24,Porcupine (PE04),2004,Boreal Cordillera,63.5619,-142.3663,-9999,865,-9999,-9999,-9999,-9999,-9999,12.66,0.468,143,unknown,-9999,-9999,-9999,-9999,34.8,12.7,22.1,0.635,-9999,-9999,4448.4,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.128,AK_KT,burn,AK_KT_PEM25/36/37,Porcupine (PE04),2004,Boreal Cordillera,63.4747,-142.4544,-9999,819.5176,-9999,-9999,-9999,-9999,-9999,17.69,1,104,unknown,-9999,-9999,-9999,-9999,30.2,11.3,18.9,0.626,-9999,-9999,3717,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.129,AK_KT,burn,AK_KT_PEM30/31/56,Porcupine (PE04),2004,Boreal Cordillera,63.5618,-142.3674,-9999,866.394,-9999,-9999,-9999,-9999,-9999,-9999,0.996,-9999,unknown,-9999,-9999,-9999,-9999,27.6,9.3,18.3,0.663,-9999,-9999,3542.9,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.130,AK_KT,burn,AK_KT_PEM34/35,Porcupine (PE04),2004,Boreal Cordillera,63.4378,-142.4839,-9999,874.4712,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,28.8,3.1,25.7,0.892,-9999,-9999,5870.4,-9999,-9999,-9999,-9999,-9999,-9999,179.5,7.60E-01,21.21,66.71,6.75,226.22,43.76,81.05,1.79,59,6.083,0.6644
AK_KT.sf.131,AK_KT,burn,AK_KT_PEM38,Porcupine (PE04),2004,Boreal Cordillera,63.4772,-142.45,-9999,830,-9999,-9999,-9999,-9999,-9999,26.77,1,-9999,unknown,-9999,-9999,-9999,-9999,20.4,6.1,14.3,0.701,-9999,-9999,2455.2,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.133,AK_KT,burn,AK_KT_PEM61/62/63/P4B,Porcupine (PE04),2004,Boreal Cordillera,63.4372,-142.4801,-9999,883,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,20.2,5.8,14.4,0.713,-9999,-9999,2480.7,-9999,-9999,-9999,-9999,-9999,-9999,179.5,7.60E-01,21.21,66.71,6.75,226.22,43.76,81.05,1.79,59,6.083,0.6644
AK_KT.sf.118,AK_KT,burn,AK_KT_PEM9/10,Porcupine (PE04),2004,Boreal Cordillera,63.6149,-142.3213,-9999,895,-9999,-9999,-9999,-9999,-9999,22.19,1,86.16666667,unknown,-9999,-9999,-9999,-9999,25.2,7.5,17.7,0.702,-9999,-9999,6231.2,-9999,-9999,-9999,-9999,-9999,-9999,224.5,3.62E-01,18.59,70.1,2.12,378.07,24.31,85.88,2.65,41.88,6.98,0.8476
AK_KT.sf.134,AK_KT,burn,AK_KT_Porc_5aB,Porcupine (PE04),2004,Boreal Cordillera,63.4479,-142.4935,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,23.1,6.5,16.6,0.719,-9999,-9999,3768.4,-9999,-9999,-9999,-9999,-9999,-9999,181.5,2.60E-01,21.84,53.3,7.81,241.71,47.55,85.18,3.2,63.75,10.673,1.7973
AK_KT.sf.135,AK_KT,burn,AK_KT_Porc_5bB,Porcupine (PE04),2004,Boreal Cordillera,63.4479,-142.4963,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,29.2,7.7,21.5,0.736,-9999,-9999,5120,-9999,-9999,-9999,-9999,-9999,-9999,181.5,2.60E-01,21.84,53.3,7.81,241.71,47.55,85.18,3.2,63.75,10.673,1.7973
AK_KT.sf.136,AK_KT,burn,AK_KT_RB03B1,Rex Bridge (RB03),2003,Alaska Boreal Interior,64.2461,-149.3269,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,16.1,8.6,7.5,0.466,-9999,-9999,1283.9,-9999,-9999,-9999,-9999,-9999,-9999,146.9,1.12E-01,10.51,62.54,29.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.138,AK_KT,burn,AK_KT_RC83B,Rosie Creek (RC83),1983,Alaska Boreal Interior,64.7141,-148.2933,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,19.9,7.1,12.8,0.643,-9999,-9999,2082.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.137,AK_KT,burn,AK_KT_RXB,Rex Bridge (RB03),2003,Alaska Boreal Interior,64.2488,-149.3193,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,18.4,12.9,5.5,0.299,-9999,-9999,825.8,-9999,-9999,-9999,-9999,-9999,-9999,146.9,1.12E-01,10.51,62.54,29.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.140,AK_KT,burn,AK_KT_TK90B1,Tok River (TK90),1990,Alaska Boreal Interior,63.3573,-142.9075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.947,-9999,unknown,-9999,-9999,-9999,-9999,25.1,10.8,14.3,0.57,-9999,-9999,3216.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.141,AK_KT,burn,AK_KT_TK90B2,Tok River (TK90),1990,Alaska Boreal Interior,63.3581,-142.9019,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,25.1,13.5,11.6,0.462,-9999,-9999,2388.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.142,AK_KT,burn,AK_KT_TK90B3,Tok River (TK90),1990,Alaska Boreal Interior,63.3289,-142.9114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,25.1,14.5,10.6,0.422,-9999,-9999,2100.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.143,AK_KT,burn,AK_KT_TK90B4,Tok River (TK90),1990,Alaska Boreal Interior,63.3594,-142.9148,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,25.1,11.2,13.9,0.554,-9999,-9999,3089.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.144,AK_KT,burn,AK_KT_TK90B5,Tok River (TK90),1990,Alaska Boreal Interior,63.3598,-142.9063,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,25.1,15.4,9.7,0.386,-9999,-9999,1851.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.145,AK_KT,burn,AK_KT_TK90B6,Tok River (TK90),1990,Alaska Boreal Interior,63.3562,-142.9118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,25.1,12.3,12.8,0.51,-9999,-9999,2747.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.146,AK_KT,burn,AK_KT_TK90B7,Tok River (TK90),1990,Alaska Boreal Interior,63.3238,-142.8369,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,25.1,14.6,10.5,0.418,-9999,-9999,2072.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.147,AK_KT,burn,AK_KT_TK90B8,Tok River (TK90),1990,Alaska Boreal Interior,63.3267,-142.8457,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.201,-9999,unknown,-9999,-9999,-9999,-9999,25.1,10.5,14.6,0.582,-9999,-9999,3312.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.139,AK_KT,burn,AK_KT_TL96B,Tetlin (TL96),1996,Boreal Cordillera,63.2497,-142.4341,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,35.6,25.7,9.9,0.278,-9999,-9999,2749.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.95,AK_KT,burn,AK_KT_TL98B,Midway Lake (ML98),1998,Boreal Cordillera,63.2386,-142.3704,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,37.7,17.1,20.6,0.546,-9999,-9999,7715.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.148,AK_KT,burn,AK_KT_TR03B,Tok River (TR03),2003,Boreal Cordillera,63.2407,-142.9891,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,15.2,9.8,5.4,0.355,-9999,-9999,804.5,-9999,-9999,-9999,-9999,-9999,-9999,152.5,3.18E+00,8.9,50.22,10.02,21.9,6.17,64.7,0.86,7.24,0.441,0.0064
AK_KT.sf.176,AK_KT,burn,AK_KT_WD91B,Wickersham Dome (WD91),1991,Alaska Boreal Interior,65.1706,-148.0954,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,15.2,4.4,10.8,0.711,-9999,-9999,1617.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.175,AK_KT,burn,AK_KT_WSB,Wall Street (WS04),2004,Boreal Cordillera,64.0846,-141.6474,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,20.6,14.1,6.5,0.316,-9999,-9999,1520.6,-9999,-9999,-9999,-9999,-9999,-9999,200.5,2.47E+00,20.14,58.33,1.58,314.98,23.62,68.17,0.64,39.78,0.915,0.0232
AK_KT.sf.177,AK_KT,burn,AK_KT_YR03B1,Yukon River (YR93),1993,Alaska Boreal Interior,65.843,-149.6575,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,26.4,6.8,19.6,0.742,-9999,-9999,4588.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.178,AK_KT,burn,AK_KT_YR03B2,Yukon River (YR93),1993,Alaska Boreal Interior,65.8142,-149.5792,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,27.7,14.6,13.1,0.473,-9999,-9999,2155.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.1,AK_Rogers,Control,AK_Rogers_C001,unburned1,Control,Alaska Boreal Interior,64.3308,-145.8703,-9999,354.2558594,-9999,1.89,184,3,1.12,36.33,0.91,-9999,Unknown,7693.667,3462.15,-9999,-9999,-9999,24.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.2,AK_Rogers,Control,AK_Rogers_C002,unburned1,Control,Alaska Boreal Interior,64.3289,-145.8797,-9999,340.9975281,-9999,1.96,156.6,3,1.38,22.81,1,-9999,Unknown,4844.667,2180.1,-9999,-9999,-9999,24.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.3,AK_Rogers,Control,AK_Rogers_C003,unburned1,Control,Alaska Boreal Interior,64.3071,-145.9348,-9999,337.1187439,-9999,9.34,187.5,3,0.33,26.82,0,-9999,Unknown,9845.422,4430.44,-9999,-9999,-9999,9.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.4,AK_Rogers,Control,AK_Rogers_C004,unburned1,Control,Alaska Boreal Interior,64.3078,-145.9426,-9999,327.7237549,-9999,8.1,182.3,3,0.48,33.36,0,-9999,Unknown,11633,5234.85,-9999,-9999,-9999,16.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.5,AK_Rogers,Control,AK_Rogers_C005,unburned1,Control,Alaska Boreal Interior,64.3248,-145.893,-9999,333.8748779,-9999,1.27,189.1,3,1.3,11.12,0.987,-9999,Unknown,2430.978,1093.94,-9999,-9999,-9999,48.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.6,AK_Rogers,Control,AK_Rogers_C006,unburned1,Control,Boreal Cordillera,64.363,-145.5787,-9999,357.8034058,-9999,1.8,106.2,3,0.8,15.51,1,-9999,Unknown,3299.067,1484.58,-9999,-9999,-9999,24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.7,AK_Rogers,Control,AK_Rogers_C007,unburned1,Control,Boreal Cordillera,64.3699,-145.5485,-9999,348.0367432,-9999,2.8,121.2,5,0.95,45.73,0.982,-9999,Unknown,9707.911,4368.56,-9999,-9999,-9999,27.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.8,AK_Rogers,Control,AK_Rogers_C008,unburned1,Control,Alaska Boreal Interior,64.3272,-145.8881,-9999,340.9315491,-9999,1.23,206.6,3,0.67,28.6,0,-9999,Unknown,7505.689,3377.56,-9999,-9999,-9999,23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BR_AK1.sf.9,AK_Rogers,burn,AK_Rogers_P001,Gilles Creek,2010,Alaska Boreal Interior,64.3361,-145.6895,-9999,365.0336304,-9999,2.03,154.1,3,0.7,33.03,1,-9999,Unknown,6964.267,3133.92,3143.378,1414.52,26.5,5.78,20.7,0.782,1293.2,4138.9,2845.6,0.688,7272.8,0.569,4260.1,0.668,0.586,148.1,9.72E-02,18.33,54.87,6.84,64.73,22.69,85.56,3.21,24.18,5.901,0.6297
BR_AK1.sf.10,AK_Rogers,burn,AK_Rogers_P002,Gilles Creek,2010,Alaska Boreal Interior,64.3355,-145.7005,-9999,359.5510254,-9999,1.12,191.9,3,0.13,27.29,0.25,-9999,Unknown,11363.689,5113.66,1797.92,809.064,14.7,4.48,10.2,0.695,1094,3309.3,2215.2,0.669,8422.9,0.393,3024.3,0.732,0.359,148.5,9.72E-02,18.33,54.87,6.84,64.73,22.69,85.56,3.21,24.18,5.901,0.6297
BR_AK1.sf.11,AK_Rogers,burn,AK_Rogers_P003,Gilles Creek,2010,Alaska Boreal Interior,64.3391,-145.7729,-9999,395.4604797,-9999,3.15,252.3,3,1.4,15.17,1,-9999,Unknown,3268.156,1470.67,1343.002,604.351,30.9,10.74,20.1,0.652,3339.4,5158.3,1818.8,0.353,6628.9,0.778,2423.2,0.751,0.366,149.5,8.87E-02,24.8,43.86,3.46,71.6,26.51,88.43,4.07,27.54,7.944,1.0658
BR_AK1.sf.12,AK_Rogers,burn,AK_Rogers_P004,Gilles Creek,2010,Alaska Boreal Interior,64.3376,-145.7697,-9999,397.5186462,-9999,1.49,189.5,3,1.6,22.54,1,-9999,Unknown,4798.844,2159.48,879.18,395.631,34.2,18.42,15.8,0.462,3455.2,4579.4,1124.2,0.245,6738.9,0.68,1519.8,0.74,0.226,149.5,8.87E-02,24.8,43.86,3.46,71.6,26.51,88.43,4.07,27.54,7.944,1.0658
BR_AK1.sf.13,AK_Rogers,burn,AK_Rogers_P005,Gilles Creek,2010,Alaska Boreal Interior,64.3352,-145.778,-9999,380.3414001,-9999,2.83,184,2,1.38,11.18,1,-9999,Unknown,2417.756,1087.99,989.716,445.372,28.3,2.91,25.4,0.897,1662.5,3877.2,2214.7,0.571,4965.2,0.781,2660.1,0.833,0.536,235.5,2.03E-02,12.7,60.48,8.66,139.61,6.02,82.07,2.23,10.87,2.202,0.11
